0	0	0
0.1	29	0.00139476721816083109
0.2	97	0.00466525586764140054
0.3	217	0.0104367064255482878
0.4	441	0.0212100808003078107
0.5	771	0.0370815698345517507
0.6	1249	0.0600711812235475183
0.7	1844	0.088687956906502501
0.8	2386	0.114755675259715275
0.9	2869	0.137985763755290496
1	3330	0.160157752981916122
1.1	3724	0.179107348980377068
1.2	4170	0.200557906887264332
1.3	4624	0.222393228164678723
1.4	5053	0.243026163909195845
1.5	5442	0.261735282801077337
1.6	5826	0.280203924586379377
1.7	6146	0.295594459407464409
1.8	6463	0.31084070796460177
1.9	6708	0.322624086186994998
2	7009	0.337100808003078107
2.1	7264	0.349365140438630242
2.2	7475	0.359513274336283186
2.3	7686	0.369661408233936129
2.4	7918	0.380819545979222778
2.5	8095	0.389332435552135437
2.6	8271	0.397797229703732205
2.7	8439	0.405877260484801847
2.8	8597	0.413476337052712582
2.9	8747	0.420690650250096191
3	8901	0.428097345132743363
3.06	8978	0.431800692574066949
3.12	9063	0.435888803385917661
3.18	9145	0.4398326279338207
3.25	9234	0.444113120430934975
3.31	9306	0.447575990765679107
3.38	9375	0.450894574836475568
3.45	9476	0.455752212389380531
3.51	9552	0.459407464409388226
3.59	9641	0.463687956906502501
3.66	9718	0.467391304347826087
3.73	9794	0.471046556367833782
3.80	9874	0.47489419007310504
3.88	9952	0.478645632935744517
3.96	10030	0.482397075798383994
4.04	10094	0.485475182762601
4.12	10167	0.488986148518661023
4.20	10241	0.492545209696036937
4.28	10302	0.495479030396306272
4.37	10370	0.498749519045786841
4.46	10455	0.502837629857637553
4.55	10542	0.507021931512120046
4.64	10632	0.511350519430550212
4.73	10709	0.515053866871873798
4.83	10785	0.518709118891881493
4.92	10855	0.522075798383993844
5.02	10930	0.525682954982685648
5.12	11005	0.529290111581377453
5.22	11080	0.532897268180069257
5.33	11159	0.536696806464024625
5.43	11233	0.540255867641400539
5.54	11308	0.543863024240092343
5.65	11390	0.547806848787995383
5.77	11470	0.551654482493266641
5.88	11542	0.555117352828010773
6.00	11633	0.55949403616775683
6.12	11731	0.564207387456714121
6.24	11820	0.568487879953828396
6.37	11893	0.571998845709888419
6.49	11975	0.575942670257791458
6.62	12062	0.580126971912273952
6.76	12143	0.5840227010388611
6.89	12237	0.588543670642554829
7.03	12322	0.592631781454405541
7.17	12409	0.596816083108888034
7.31	12502	0.601288957291265871
7.46	12612	0.606579453636013851
7.61	12714	0.611485186610234706
7.76	12808	0.616006156213928434
7.92	12918	0.621296652558676414
8.07	13026	0.626490958060792613
8.24	13143	0.632118122354751828
8.40	13244	0.636975759907656791
8.57	13375	0.643276260100038476
8.74	13479	0.648278183916891112
8.92	13605	0.654338207002693344
9.09	13718	0.659772989611388996
9.28	13836	0.665448249326664102
9.46	13948	0.670834936514043863
9.65	14056	0.676029242016160062
9.84	14177	0.68184878799538284
10.04	14286	0.687091188918814929
10.24	14399	0.692525971527510581
10.45	14520	0.698345517506733359
10.65	14615	0.702914582531742978
10.87	14725	0.708205078876490958
11.08	14826	0.713062716429395922
11.31	14936	0.718353212774143902
11.53	15074	0.724990380915736822
11.76	15193	0.730713736052327818
12.00	15322	0.736918045402077722
12.24	15429	0.74206425548287803
12.48	15546	0.747691419776837245
12.73	15674	0.753847633705271258
12.99	15798	0.759811465948441708
13.25	15925	0.765919584455559831
13.51	16057	0.772268180069257407
13.78	16169	0.777654867256637168
14.06	16303	0.784099653712966526
14.34	16442	0.790784917275875337
14.63	16554	0.796171604463255098
14.92	16667	0.80160638707195075
15.22	16782	0.807137360523278184
15.52	16905	0.813053097345132743
15.83	17025	0.818824547903039631
16.15	17161	0.82536552520200077
16.47	17269	0.830559830704116968
16.80	17403	0.837004617160446326
17.14	17506	0.84195844555598307
17.48	17621	0.847489419007310504
17.83	17725	0.85249134282416314
18.19	17822	0.85715659869180454
18.55	17917	0.861725663716814159
18.92	18019	0.866631396691035013
19.30	18132	0.872066179299730666
19.69	18226	0.876587148903424394
20.08	18342	0.882166217776067718
20.48	18445	0.887120046171604463
20.89	18542	0.891785302039245864
21.31	18625	0.895777222008464794
21.73	18709	0.899817237398999615
22.17	18793	0.903857252789534436
22.61	18872	0.907656791073489804
23.06	18957	0.911744901885340516
23.53	19042	0.915833012697191227
24.00	19111	0.919151596767987688
24.48	19186	0.922758753366679492
24.97	19256	0.926125432858791843
25.46	19325	0.929444016929588303
25.97	19389	0.93252212389380531
26.49	19465	0.936177375913813005
27.02	19531	0.939351673720661793
27.56	19594	0.942381685263562909
28.12	19656	0.945363601385148134
28.68	19721	0.948489803770681031
29.25	19781	0.951375529049634475
29.84	19829	0.95368410927279723
30.43	19881	0.956185071181223548
31.04	19941	0.959070796460176991
31.66	19991	0.961475567525971527
32.30	20037	0.963687956906502501
32.94	20078	0.965659869180454021
33.60	20113	0.967343208926510196
34.27	20147	0.968978453251250481
34.96	20183	0.970709888418622547
35.66	20217	0.972345132743362832
36.37	20259	0.974365140438630242
37.10	20300	0.976337052712581762
37.84	20327	0.977635629088110812
38.60	20351	0.978789919199692189
39.37	20374	0.979896113889957676
40.16	20385	0.980425163524432474
40.96	20411	0.981675644478645633
41.78	20436	0.982878030011542901
42.61	20457	0.983888033859176606
43.47	20478	0.984898037706810312
44.33	20504	0.986148518661023471
45.22	20521	0.986966140823393613
46.13	20540	0.987879953828395537
47.05	20553	0.988505194305502116
47.99	20569	0.989274721046556368
48.95	20583	0.989948056944978838
49.93	20597	0.990621392843401308
50.93	20605	0.991006156213928434
51.95	20618	0.991631396691035013
52.98	20626	0.992016160061562139
54.04	20641	0.9927375913813005
55.12	20650	0.993170450173143517
56.23	20663	0.993795690650250096
57.35	20669	0.994084263178145441
58.50	20675	0.994372835706040785
59.67	20683	0.994757599076567911
60.86	20694	0.995286648711042709
62.08	20703	0.995719507502885725
63.32	20708	0.995959984609465179
64.59	20711	0.996104270873412851
65.88	20718	0.996440938822624086
67.20	20725	0.996777606771835321
68.54	20726	0.996825702193151212
69.91	20726	0.996825702193151212
71.31	20728	0.996921893035782993
72.74	20732	0.997114274721046556
74.19	20740	0.997499038091573682
